0,1,2,3,4,5
0,2217075933,Wed Jun 17 20:21:30 PDT 2009,NO_QUERY,aplusw,@KatyTullos mine went away...im sorry yours hasnt. i hope it will soon.. 
4,1970605466,Sat May 30 04:32:04 PDT 2009,NO_QUERY,xxjannahxx,Can't believe I just uploaded 11 pictures at one go...... Crazzyy is me 
0,1964092130,Fri May 29 13:42:43 PDT 2009,NO_QUERY,mellisalamay,@Molltini ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be. 
4,1824203269,Sun May 17 00:25:36 PDT 2009,NO_QUERY,_MaryKate,Sooo I slightly flooded the bathroom when I took a shower - it's 8:22am &amp; I've already had breakfast and am on the bus to Kilarney 
0,1970071358,Sat May 30 02:20:08 PDT 2009,NO_QUERY,m1k3z0r2,I don't want to go home.. 
0,2001173010,Tue Jun 02 00:03:26 PDT 2009,NO_QUERY,stphnie,@hicourtney im super sad we couldnt stay longer   Swimming soon!
0,2204567401,Wed Jun 17 02:33:20 PDT 2009,NO_QUERY,swingking,car insurance bill came in the post today so I have to hold off upgrading my computer for a while 
4,1999765028,Mon Jun 01 20:46:56 PDT 2009,NO_QUERY,XxAshley28xX,@DoRayMeFa if you insist!          BIG SMILE!
4,1932496171,Tue May 26 21:35:08 PDT 2009,NO_QUERY,pow2112,@Deb_Fosten You are more than welcome. Please tell me how you like it? I think it is cool that you can do the co-op bit. 
4,1955927265,Thu May 28 20:52:11 PDT 2009,NO_QUERY,PassionAndSoul,"Did I mention I'm going to Mexico? OMG, I'm going to Mexico! Aug 4-11, teaching classes in Mexico City Aug 7, 8, and 9 "
0,1694597057,Mon May 04 03:20:24 PDT 2009,NO_QUERY,mazarin_,Last day in Alkmaar  Soon going back to the 'real life' Blargh.
0,2216982699,Wed Jun 17 20:13:53 PDT 2009,NO_QUERY,thebl4ckd0g,sleep would probably occur if a neighbor didn't play bass music every night till midnight. 
4,1979568036,Sun May 31 03:36:23 PDT 2009,NO_QUERY,mozzzzy,Watching elmo in grouchland  How old is elmo? does he have parents? So many questions haha
4,1556722010,Sun Apr 19 00:02:15 PDT 2009,NO_QUERY,Bbexlibris,@myfriendamy get some good rest  #readathon
0,1678311478,Sat May 02 06:17:12 PDT 2009,NO_QUERY,powersfaimly,good morning to all its going to be another rainy day here on the east coast    Is anyone else sick of the rain?
0,2220880857,Thu Jun 18 04:11:56 PDT 2009,NO_QUERY,Casta_Rasa,any other HOME'ys having connection issues????? D5027 
0,2204079278,Wed Jun 17 01:16:08 PDT 2009,NO_QUERY,Rangersnumber6,@ddlovato Notorious was SUCH a good movie! I miss Biggie... I wish he was still here to spit the raps like he used to... 
4,1881059999,Fri May 22 03:27:50 PDT 2009,NO_QUERY,ccloh,flip flop week market roller coaster - STRESS.   Hit milestone in career; feel satisfaction; same as old goodies engineering days 
4,1573928064,Tue Apr 21 03:30:50 PDT 2009,NO_QUERY,Lurquer,thanks to @LadyParadis @IamErnst @jnyobe48 @JMADaily @CarlosPoulet @byzonesupport for recent follows! 
0,2296165526,Tue Jun 23 08:50:50 PDT 2009,NO_QUERY,patriciadevonne,@carolinax3jb preciso falar com vocÃª! i miss you 
0,2055102232,Sat Jun 06 08:42:06 PDT 2009,NO_QUERY,lilsmith2050,im so lookin forward to summer especially because of the weather we've got in wales  jus wish i live in cyprus like i did b4 xXx
0,2177658629,Mon Jun 15 06:29:15 PDT 2009,NO_QUERY,Kirstywaldron,@AlexAllTimeLow pleasepleaseplease dont come to ireland from the 10th-24th of september! 
4,1558707723,Sun Apr 19 09:10:24 PDT 2009,NO_QUERY,halfasiangirl,excited that my friend @luvmax is on twitter now!!! 
4,2051121814,Fri Jun 05 19:54:11 PDT 2009,NO_QUERY,mag_tweets,@tachyonpython I loooove them 
4,1824352369,Sun May 17 01:01:04 PDT 2009,NO_QUERY,OUBad,@HarleyRodrigue just saw an infomercial for Barry's and thought of you. 
0,2243510933,Fri Jun 19 13:32:31 PDT 2009,NO_QUERY,haaay_elisa,crazy work! someone ate or threw away my cheesecake. no one is fessing up to it. it was so good too 
4,1974871401,Sat May 30 13:59:32 PDT 2009,NO_QUERY,Anne_A4L,"@nesquicus YES! indeed it was!  WOOOT!  SuBo was VERY gracious btw, 3 cheers for her too! "
4,2063306718,Sun Jun 07 02:08:09 PDT 2009,NO_QUERY,hazelalatralala,getting better so far.  not that emo. ;)
4,1677735567,Sat May 02 03:42:03 PDT 2009,NO_QUERY,Genzer,@abigailrieley  I haven't come across that before either. You must be somewhere nice 
0,1971867887,Sat May 30 08:04:16 PDT 2009,NO_QUERY,brigwyn,grr.. what's with all the leech spam at the Lodge.. 
4,2051721395,Fri Jun 05 22:38:44 PDT 2009,NO_QUERY,jennaphillips,At The Arclight with my homies Josh &amp; Justin from MCS. We're gonna watch Drag Me To Hell.  Good. Clean. Fun. I heart movies!!!
4,1559643693,Sun Apr 19 11:40:45 PDT 2009,NO_QUERY,kellylipprand,Finally saw the movie Knowing - it was great 
4,2049363016,Fri Jun 05 16:45:00 PDT 2009,NO_QUERY,HeLetMeRideIt93,So it's the last day of school and i now have no plans  wow i'm a loser hah (via @Hatz94) hahaha we've been out for 2 weeks
4,2178983933,Mon Jun 15 08:28:59 PDT 2009,NO_QUERY,SarahPatterson7,@Simply_Positive Not all men are annoying. Some are dead 
4,1834053379,Mon May 18 01:27:01 PDT 2009,NO_QUERY,sofiesunshine,"@amyjcollins the credits after the concert, click select on the super records logo!!  xx"
0,1976415833,Sat May 30 17:16:48 PDT 2009,NO_QUERY,FVAD_dancer,Grandma you came to my house to fast and that is why I was not finished 
4,1551491279,Sat Apr 18 09:11:51 PDT 2009,NO_QUERY,crisr,"@toysrevil lol no, he doesn't have enough info on his page for me to ID him, but i know &quot;when&quot; he's from, if not who he is. "
4,1553143699,Sat Apr 18 13:29:17 PDT 2009,NO_QUERY,MichDdot,#wkendthx @playbigstocks @SallyLeeCandles @Twitt_usback @aquicknote @terez07 @Mondayisntfunny @ed_eusebio @danlopez2012 
4,2189723873,Tue Jun 16 00:44:39 PDT 2009,NO_QUERY,GlennW,@BedlamB yeah it made me feel alive 
4,2018219121,Wed Jun 03 09:37:27 PDT 2009,NO_QUERY,xCyrusAddiction,@MandyyJirouxx hehe 
0,2283285819,Mon Jun 22 12:26:10 PDT 2009,NO_QUERY,Ragnazidnar,"@lcscottage Lucky you. All my Rhubard died when hubby moved it. It was huge too, now I get none.  Was looking forward to pie"
0,2262800894,Sat Jun 20 23:15:46 PDT 2009,NO_QUERY,totfootballfans,HUAAA teves leaves MU 
0,1972749601,Sat May 30 09:48:55 PDT 2009,NO_QUERY,dcshu,@lisalou123 idk when that will be  I'm cut off from the world the next month.
4,1960525518,Fri May 29 08:05:59 PDT 2009,NO_QUERY,timsmalley,feel well and truly stuffed after Shabu Shabu in Danshui... dragon boat festival celebrations were pretty interesting 
0,2286206720,Mon Jun 22 16:08:10 PDT 2009,NO_QUERY,KerryCATTELL,"Ah, back in my nice big bed  but still all alone "
4,1882793654,Fri May 22 07:29:48 PDT 2009,NO_QUERY,NatE009,gettin crunk in k-town!!  
4,2189644394,Tue Jun 16 00:32:11 PDT 2009,NO_QUERY,hioushiouri,@JasmineAtAnimax : konnichiWa! im very glad that you guys released Kyou Kara Maoh Season 2! now i can continue! thankS Jasmine-saN! 
0,1827098861,Sun May 17 09:59:36 PDT 2009,NO_QUERY,Emileh,@SCSW yes there is! I wish I had straight hair  I just KILL my hair with straighteners daily (N)
0,1556337999,Sat Apr 18 22:27:33 PDT 2009,NO_QUERY,webmaster_paul,"Grr, I don't think my phone can handle Twitter.    Its an old Samsung flip phone, standard txt msg, no internet, dino-tech.  lol"
4,1993410670,Mon Jun 01 10:19:59 PDT 2009,NO_QUERY,chinang,Sovi at 1:18 in the morning  http://twitpic.com/6esqs
0,1685866281,Sun May 03 02:30:01 PDT 2009,NO_QUERY,twiglet57,Ooooh looks like the sun is coming out again! New bird feeding station still unvisted though 
0,2208581474,Wed Jun 17 09:22:34 PDT 2009,NO_QUERY,theacademyisnt,"@DeadxLexi don't play with my emotions, trick "
4,2176618111,Mon Jun 15 04:20:25 PDT 2009,NO_QUERY,daveoli,"@gnarlykitty That was re: nambu issue, not of course swine flu issue "
0,2214828299,Wed Jun 17 17:17:22 PDT 2009,NO_QUERY,lavu08,@princetim so how you been babes? dont tell me you completely abandoned the zune for the ipod 
4,2054736692,Sat Jun 06 07:59:12 PDT 2009,NO_QUERY,MollyJ87,"how are you gonna follow someone, and they second they follow you back DELETE THEM?! uhm NO good bye! "
0,2208672035,Wed Jun 17 09:29:15 PDT 2009,NO_QUERY,alancfrancis,@relativesanity potentially a dealbreaker for me right now 
4,2065346724,Sun Jun 07 08:24:27 PDT 2009,NO_QUERY,hyperbets,@karlinconnell I find the Golden Girls comforting.  you aren't alone.
0,2215074142,Wed Jun 17 17:38:17 PDT 2009,NO_QUERY,melodyhill23,Today was the first day I've gone without talking to my sisters 
0,1956746321,Thu May 28 22:35:10 PDT 2009,NO_QUERY,Sloaneyyy,I can't sleep because I'm having a coughing attack every 30 seconds 
4,1958135456,Fri May 29 02:46:55 PDT 2009,NO_QUERY,sinead33,I just got my @jonasbrothers tickets in the mail today!! im soo excited to be in the front row!! 
0,2186543257,Mon Jun 15 18:59:30 PDT 2009,NO_QUERY,whatsupClarissa,"snuggled up in the basement watching a movie, i need a cuddle buddy "
0,2183276531,Mon Jun 15 14:17:05 PDT 2009,NO_QUERY,publickstews,is really depressed and worried I won't be able to squat/deadlift for a long time 
4,1557821959,Sun Apr 19 06:09:25 PDT 2009,NO_QUERY,rjamestaylor,@EdLeafe nothing trite about willing to die for my Mac 
0,1555899026,Sat Apr 18 21:01:10 PDT 2009,NO_QUERY,JeanneXay,i?C.B+T.H|| Watched http://tinyurl.com/cfhr42 Made me cry a bit. Im worried 
4,2033319130,Thu Jun 04 12:32:08 PDT 2009,NO_QUERY,rain_holly,"@rachelbarry yep, i got the full keyboard. @mkc2317 i think darren has teleporting abilites. "
4,2044337215,Fri Jun 05 09:12:37 PDT 2009,NO_QUERY,noodley,@TerryBorder the infrequency makes it all the more exciting... 
4,1983416405,Sun May 31 13:06:51 PDT 2009,NO_QUERY,flowersbyfarha,"@DaveMalby Ok   Having a better day, I hope."
0,2217928338,Wed Jun 17 21:36:20 PDT 2009,NO_QUERY,sweetpjsnap,Someone do my nails for me please! 
0,2055668228,Sat Jun 06 09:44:22 PDT 2009,NO_QUERY,cajj68,Disappointed with the TT today. Ruined by a hurricane headwind 
4,2001664301,Tue Jun 02 01:38:47 PDT 2009,NO_QUERY,BlackJackBaby,"@vampirefreak101 Yeah, I really hope so too... off to work for me... tweet you later, hun... BIG hugs!  x x x"
4,1836398050,Mon May 18 07:55:34 PDT 2009,NO_QUERY,BookLoveHer,"@thisisArso oh, fer sure...DM me your number again!  You talking my language!!!!"
0,2231214705,Thu Jun 18 18:12:03 PDT 2009,NO_QUERY,kristin_ryan,@rebeccaquote i just want to be with you in canada homeland of many genius actors. what is the problem 
4,2064908801,Sun Jun 07 07:27:37 PDT 2009,NO_QUERY,Julia_Heart,@SparksTheAlex  yesterday was awesome! i stood in the front row and screamed something like 'take your fuckin'' shirt off '  you rock
4,2049107543,Fri Jun 05 16:18:29 PDT 2009,NO_QUERY,Aborky,@shannonbickel Ready if you are 
4,1691981820,Sun May 03 19:01:31 PDT 2009,NO_QUERY,criesinvain,@warped09 don't worry most people LOVE the lineup this year including me. now i need to figure out how i can get my mom to let me go 
0,1969748560,Sat May 30 01:05:02 PDT 2009,NO_QUERY,HaylzJayn,@michaelacholly guess what! im having popcorn chicken and milkshakes for dinner tonight. aww poor mak. you coulda been here too    
0,2047210033,Fri Jun 05 13:18:47 PDT 2009,NO_QUERY,jenna_valentine,@ohsailor i dont work saturdays!!! 
0,2071989504,Sun Jun 07 20:12:48 PDT 2009,NO_QUERY,roblives4love,damn I passed my 800th tweet and didn't kno it  BOOOOOOO
0,1828052660,Sun May 17 11:59:42 PDT 2009,NO_QUERY,correltje,"Daddy doesn't want me to fall asleep, so now uncle Hai is in charge of keeping me awake  http://yfrog.com/5f4qpjj"
0,2065305397,Sun Jun 07 08:19:21 PDT 2009,NO_QUERY,chamiewong,Not good. I want my freedom back. 
4,2053389737,Sat Jun 06 04:22:54 PDT 2009,NO_QUERY,tifosiguy,"Scot's to pull the carpet from under the Kiwi's feet ?? Nah it couldn't happen, could it ?? Of course NOT, the Kiwi's are not ENGLISH "
0,2299502512,Tue Jun 23 12:59:59 PDT 2009,NO_QUERY,MaddyluvzMcFly,Talking to my friend Kyle.  He's sad  his life has been boring. so has mine though. going away on friday! gonna tweet through my phone tho
0,2217058462,Wed Jun 17 20:20:04 PDT 2009,NO_QUERY,zeeeeee_,is having a headache again... how to work? 
4,2005199316,Tue Jun 02 09:21:09 PDT 2009,NO_QUERY,Nic0pic0,@AnoopDoggDesai  that's how I roll anyway 
0,2246796888,Fri Jun 19 18:08:17 PDT 2009,NO_QUERY,melisux_dmadero,no se k paso kon mi tweetdeck.. 
4,1975942435,Sat May 30 16:14:18 PDT 2009,NO_QUERY,JackieBabbii,Just got bac from red lobster and grocery shopping with the fam. Fun fun i no. Bout to go outsidenwt my friends and start dancin lolz 
4,1991170994,Mon Jun 01 06:32:21 PDT 2009,NO_QUERY,louiseorfila,@kymhuynh - thanks for following 
0,1986718637,Sun May 31 19:13:16 PDT 2009,NO_QUERY,prettyangellynn,"Laying in bed at home all alone  Not really sleepy, but I know that I have to get up early!!!"
0,2052384916,Sat Jun 06 00:33:09 PDT 2009,NO_QUERY,SatsJo,"Bored out of my skull. I can't write anymore! And, I've barely started "
0,2288776013,Mon Jun 22 19:36:12 PDT 2009,NO_QUERY,TheFaaaab4,"@JennetteMcCTeam it was really sad. they're separating but actually today, divorce papers were filed "
0,2322469554,Wed Jun 24 22:40:24 PDT 2009,NO_QUERY,amanda_mcpanda,@x_charlotteee 
4,2043978318,Fri Jun 05 08:41:33 PDT 2009,NO_QUERY,MoxieGarrett,"@EmmaFinlayson ... of course it is. DUH.  That's what they call me... &quot;Hey, it's ole GutterMind over there near the gutter.&quot;"
0,2255615015,Sat Jun 20 11:31:43 PDT 2009,NO_QUERY,sln25373,Robin Hood was well sad  I even had a little cry. X
4,1754850426,Sun May 10 07:34:00 PDT 2009,NO_QUERY,chronnus,@redeuxx ooh now you have a perfect reason to get the kindle dx 
4,1753905153,Sun May 10 04:03:20 PDT 2009,NO_QUERY,sue_jr,going to watch boy in the striped pj's hope i don't cry 
0,1824342017,Sun May 17 00:58:42 PDT 2009,NO_QUERY,zjelaii,I sliced my thumb while cooking lunch... 
0,1824190093,Sun May 17 00:22:35 PDT 2009,NO_QUERY,simplycamille,Dad came in last runner for ages 60&amp;up in triathlon. Come to think of it. He was the last runner Overall. 
4,1979091186,Sun May 31 01:36:09 PDT 2009,NO_QUERY,kelsieblake,I JUST SAW A SHOOTING STAR! 
4,2061506594,Sat Jun 06 21:00:49 PDT 2009,NO_QUERY,AmeeraAlZawawy,am updating my facebook.. checking out chris brown n youtube and trying to understand tweeter.. 
0,1833494657,Sun May 17 23:28:07 PDT 2009,NO_QUERY,m,@b The unfortunate drawbacks of a one character user name   Hope you had a great vacation!
4,1692297275,Sun May 03 19:41:36 PDT 2009,NO_QUERY,victor_lucas,In an empty theater in Westwood about to see #wolverine. Guess everyone's seen it already? 
0,1968221876,Fri May 29 21:00:09 PDT 2009,NO_QUERY,cristinabeana,"With nothing to do but describe what I ate last, I suddenly realize...I am...TWEETLESS. "
4,1822685070,Sat May 16 20:08:51 PDT 2009,NO_QUERY,littlesoso,watching sudirman cup hhaha so excited 
0,1686424552,Sun May 03 05:22:29 PDT 2009,NO_QUERY,AishaAlsayegh,@PinkElephant73 May 14th- turning 22 and counting 
0,2185860490,Mon Jun 15 18:00:43 PDT 2009,NO_QUERY,AnnaJJB,OMJ! You have GOT to be kidding me!! I was in the same city as the JONAS brothers and I didn't even know!!!! :@ i could've met them...! 
4,2013522659,Tue Jun 02 22:53:08 PDT 2009,NO_QUERY,Qosiimaaaaa,"Hii x3 i still being offline. tomorrow, i will being online for 12 hours! yaay "
4,2064148549,Sun Jun 07 05:23:07 PDT 2009,NO_QUERY,iloveicetea,@helenely mudcakes latte? where did you get that from cause i want  and you found me on twitter YAY
4,1822503030,Sat May 16 19:43:36 PDT 2009,NO_QUERY,lizardbreth,Ghiradelli Square for dessert   looking for other SF food recs.....
0,2244472766,Fri Jun 19 14:47:30 PDT 2009,NO_QUERY,Karen230683,@leonkay evening mr kay how's things? Twitter ain't the same without ya 
4,1986008542,Sun May 31 18:10:38 PDT 2009,NO_QUERY,elviraAfterall,Got up from my nap feelin' fine 
4,1795133660,Thu May 14 07:13:16 PDT 2009,NO_QUERY,icelandelf,"@Animadi LOST is awesome!  Yes, you would want to start at the beginning or you would be &quot;lost&quot; too!  Def worth checking out!"
0,1677532508,Sat May 02 02:35:09 PDT 2009,NO_QUERY,b3cCab3e,work 2m  bed
4,1957299207,Fri May 29 00:05:18 PDT 2009,NO_QUERY,malyssag,@SeanMertan happy almost birthday 
0,2259333174,Sat Jun 20 17:24:18 PDT 2009,NO_QUERY,originalop,Wheres @Arroqantasia i miss ha 
4,1677189840,Sat May 02 00:51:42 PDT 2009,NO_QUERY,diegozer,"@tammix im sorry dude  we need to focus on our events first, we'll be back! promised!"
0,1792529184,Wed May 13 23:24:43 PDT 2009,NO_QUERY,ditanandita,revolutionary road is good but sad 
0,2200708827,Tue Jun 16 19:15:54 PDT 2009,NO_QUERY,alphador,"@half_jack_doll aww, baby  someone lied to you..."
0,2248192299,Fri Jun 19 20:14:32 PDT 2009,NO_QUERY,pdlt,Boring...doing nothing!!!!!!!!! 
0,1685975164,Sun May 03 03:04:56 PDT 2009,NO_QUERY,gobullet,i miss jeanine 
4,1880524545,Fri May 22 01:33:08 PDT 2009,NO_QUERY,TheIrishGuy,@teeeeeef I don't stand a chance 
4,1880869060,Fri May 22 02:47:33 PDT 2009,NO_QUERY,maxiemadness,good morning sun that doesn't shine....i'm watching angel episodes and having my 3rd cup of tea  sleeping is overrated. ha.
4,2176335605,Mon Jun 15 03:35:30 PDT 2009,NO_QUERY,FletchMcGull,"@carolinechamber Have a great range of t shirts  coming out soon, with me on "
0,2067448813,Sun Jun 07 12:21:45 PDT 2009,NO_QUERY,iamsarahhhh,wants that jacket. &amp; also want to go to that thing in july.. my 3 favourite bands? omgg unfair! i want lots of money now please 
0,2256623137,Sat Jun 20 13:03:17 PDT 2009,NO_QUERY,wesaysummerrr,@Natashaax awwww how did you knooooow  bummed my secrets out
4,1988817099,Sun May 31 23:27:40 PDT 2009,NO_QUERY,Samm_Gonz,@issalovesyou I just want it to be out already 
4,2054813360,Sat Jun 06 08:08:03 PDT 2009,NO_QUERY,SonyaVanSickle,@LL50220 Will do. 
0,2247169934,Fri Jun 19 18:41:39 PDT 2009,NO_QUERY,krystianm15,Hoping for a better day tomorrow! 
0,2217109059,Wed Jun 17 20:24:19 PDT 2009,NO_QUERY,blogie,iPhone OS 3.0 still not available in the Philippine iTunes Store... 
0,2324103617,Thu Jun 25 02:17:42 PDT 2009,NO_QUERY,shloobee,"I'm getting excited about trip to Paris in September.  Need to think budget, esp as the Prudence bills will be coming in soon "
4,2057638188,Sat Jun 06 13:22:45 PDT 2009,NO_QUERY,1RedDiamond,@marcilyn411 could be used interchangably but its actually kind of old and not to mention tacky. NEVER use it. thanks. 
4,1881993432,Fri May 22 06:00:49 PDT 2009,NO_QUERY,glotrovato,@skeeter226 Hey I remember that pic lol  
4,1983606343,Sun May 31 13:28:54 PDT 2009,NO_QUERY,NikkiJ73,"@tristasutter Hmmm...to yak...I didn't mean the animal in Mongolia, but yak=yap=chat kinda...it was late and my brain was already asleep! "
4,1986305693,Sun May 31 18:38:44 PDT 2009,NO_QUERY,BrookeAmanda,Bought Winter Passing by TAI on itunes the last Monday.  I swear I probably listen to it everyday. :|
4,1978512300,Sat May 30 23:35:22 PDT 2009,NO_QUERY,Nerina_,@QueenSapphyre thank you  love my little friend
0,1980082986,Sun May 31 05:37:31 PDT 2009,NO_QUERY,jano270789,@james__buckley i hope youve got your suncream on coz me and @Amanda21crook got very burnt at the beach yesterday  x
4,2175922072,Mon Jun 15 02:23:23 PDT 2009,NO_QUERY,hellojad,http://wigflip.com/automotivator/ &lt;-------- awesome 
4,1693457051,Sun May 03 22:36:31 PDT 2009,NO_QUERY,fsiler,@charlierichmond all MS products are beta until SP2.  Didn't you know? 
4,2013806928,Tue Jun 02 23:37:52 PDT 2009,NO_QUERY,lizamtl,@kboudit WORD! I have arrived! 
0,1883536745,Fri May 22 08:42:28 PDT 2009,NO_QUERY,Devaki_Phatak,@rajasen not liking the new rediff india abroad homepage www.rediff.com  maybe it will *grow* on us..can u relay junta ki aawaj to rediff?
4,1825943357,Sun May 17 07:17:17 PDT 2009,NO_QUERY,missourijewel,#3hotwords &quot;I love life&quot; &amp; &quot;follow me please&quot; 
0,2221445856,Thu Jun 18 05:23:54 PDT 2009,NO_QUERY,tshumbie,@kissmygumbo know that feeling 
0,2196146351,Tue Jun 16 12:05:13 PDT 2009,NO_QUERY,LostInTweets,http://twitpic.com/7k7n1 - Elmo's got a new gig. Apparently He's been fired from Sesame Street! 
0,1968737641,Fri May 29 22:05:53 PDT 2009,NO_QUERY,Loribot,@victormoreno Oh man.  Totally bummed I forgot about this. 
0,1989061608,Mon Jun 01 00:13:11 PDT 2009,NO_QUERY,jejejejen,"If that Ms. Philien finished discussing earlier, I could have spent even a short time with you  OH WELL. I miss you "
0,2245713021,Fri Jun 19 16:31:52 PDT 2009,NO_QUERY,AliaS_ZoN3,"@yamstersg wow, some walk man. I am watching ace ventura all by my lonesome "
0,2296397479,Tue Jun 23 09:08:00 PDT 2009,NO_QUERY,nerdyrockchick,"I kind of want to go to the drive-in for the Transformers midnight showing tonight, but my car has no stereo "
0,1984896270,Sun May 31 16:01:25 PDT 2009,NO_QUERY,jazzyduck,"late to the party, but: NOOOOOOOOOOOOOOOOOOOOOO RAFAAAAAAAAAAAAAAAA!!!!!!!!!!    "
4,1880325508,Fri May 22 00:50:47 PDT 2009,NO_QUERY,Laurel0818,"http://twitpic.com/5oieg - Country Pub: Me, Kristi, and Erin "
4,1470100902,Tue Apr 07 08:20:59 PDT 2009,NO_QUERY,imatrix,@Lukasx Asi se prehraly a zacaly throttlovat 
0,1971936863,Sat May 30 08:12:56 PDT 2009,NO_QUERY,Baytenders,@winedinetv Wow - I'm jealous. We need to go buy a ton of lemons today for a big event. Wish it was for pie 
4,1979863151,Sun May 31 04:48:36 PDT 2009,NO_QUERY,MsBrightside611,packing my bag for the spain trip 
4,1998957482,Mon Jun 01 19:24:20 PDT 2009,NO_QUERY,illingsworth,i'm waiting for u to ask me for a link to my beat CD. 
4,1978052634,Sat May 30 22:19:21 PDT 2009,NO_QUERY,denharsh,@sanjaygoel Thanks a lot buddy... I'm glad u like it 
0,1469968541,Tue Apr 07 07:57:37 PDT 2009,NO_QUERY,LaydeeD,@RyanSeacrest Figures  how does a Canadian get past the &quot;not available in your area&quot; to see Eminem's posted video??? Any ideas on that??
4,2014081150,Wed Jun 03 00:24:13 PDT 2009,NO_QUERY,megan_rice,LMAO they knocked Tom Hanks over in his chair with a giant meteor! He went head over teakettle! 
0,2202328851,Tue Jun 16 21:36:42 PDT 2009,NO_QUERY,alvinkwan,dont know.. still figuring it out 
4,1676890421,Fri May 01 23:35:49 PDT 2009,NO_QUERY,Sofia_Debs,Off to bed  love my cousin but really don't want to wake up for his communion =/
4,1996336597,Mon Jun 01 14:55:00 PDT 2009,NO_QUERY,ThadCaisse,people are funny. ha 
4,2057711067,Sat Jun 06 13:31:04 PDT 2009,NO_QUERY,cullenbella_,@XEdwardCullensX biting he 
0,2018939165,Wed Jun 03 10:44:53 PDT 2009,NO_QUERY,FashionVict,stressed out 
4,1970132397,Sat May 30 02:35:11 PDT 2009,NO_QUERY,graceefairlamb,@Wossy Your Show Was Fantastic Last Night       xxxxxxxxxxxxxxxxx
4,1685053556,Sat May 02 22:54:14 PDT 2009,NO_QUERY,stormwarden,@ceibner Have a safe trip back home. Was great seeing you again on Friday night. Don't be a stranger ok? 
0,2204336326,Wed Jun 17 01:57:08 PDT 2009,NO_QUERY,Punkmunkyuk,@fionajc3 sadly no found it on a free gif site years ago 
0,1994748156,Mon Jun 01 12:23:49 PDT 2009,NO_QUERY,ErstBoyIII,@wekillyou I still need a giant monstre though! 
4,1881229471,Fri May 22 04:01:37 PDT 2009,NO_QUERY,XkieraXnorrisX,another day off  then im workin a week and a half with only one day off ..work sucks
4,1983466305,Sun May 31 13:12:36 PDT 2009,NO_QUERY,sydeshow,@DaedalRogue that makes me sad on so many levels  but I'm glad I'm not you and going partying instead 
4,2071305171,Sun Jun 07 19:10:40 PDT 2009,NO_QUERY,RedHeadDreams,@stina8753 You're very kind. 
4,1825285425,Sun May 17 05:07:04 PDT 2009,NO_QUERY,Donald_Woods,Headed back to Dallas! 5 days home until Europe!  great... I have to start packing for that when I get home!
4,2063635556,Sun Jun 07 03:28:09 PDT 2009,NO_QUERY,tedddy_d,@didsytooo http://twitpic.com/5dua2 - e tova e the pic mislqqq..  hohohoho. znaesh... 
4,2059981897,Sat Jun 06 18:01:38 PDT 2009,NO_QUERY,Shannon538,so i bought a stuffed animal and named him ozzie. that way i can shake him if he lets goals through 
0,2214554830,Wed Jun 17 16:54:37 PDT 2009,NO_QUERY,DammeAnnette,"Good bye Mr. PeÃ±a all Argentina will miss you  CagÃ³ fuego el PeÃ±a, todo mal "
4,1978777803,Sun May 31 00:26:05 PDT 2009,NO_QUERY,paul_steele,@lynnbryn haha good mornin 
0,1759390666,Sun May 10 19:06:31 PDT 2009,NO_QUERY,tangledwords,@annieweasley gahh i'm so mad i missed it! i'll have to wait until tomorroww 
4,1971454789,Sat May 30 07:09:07 PDT 2009,NO_QUERY,ronicadesign,Good morning all! Hope everyone is enjoying there Saturday 
0,2059999773,Sat Jun 06 18:03:44 PDT 2009,NO_QUERY,krangofezaccess,@krystalnichole i only know about the foot doctor 
0,1978953475,Sun May 31 01:03:38 PDT 2009,NO_QUERY,TaylorHann,"Ow, I burnt/froze my finger on the toilet spray "
4,2189256004,Mon Jun 15 23:36:23 PDT 2009,NO_QUERY,marshygirl99,hey - my sis went to see the JoBros - and thought it was amazing! 
0,2252381690,Sat Jun 20 06:08:33 PDT 2009,NO_QUERY,joanfarren,Today is not a good day for me. Someone very close to me hurt my feelings. 
4,1967039883,Fri May 29 18:51:50 PDT 2009,NO_QUERY,Mollaaaaay,My new camera is super cute  and I have the lamest tan like EVER
4,1989213185,Mon Jun 01 00:44:10 PDT 2009,NO_QUERY,wendeeee,expanding my itunes library 
0,1754116874,Sun May 10 05:02:46 PDT 2009,NO_QUERY,raevynlunatique,@angeladee Or you could be like me... work six days in a row 
0,1991847988,Mon Jun 01 07:46:10 PDT 2009,NO_QUERY,Butterflydiary,@styleit did you get that Gelife mani done at Dashing Diva? Mine started falling off in a few days 
0,2242730180,Fri Jun 19 12:33:27 PDT 2009,NO_QUERY,tgmcrox,goign to go 2 a going away party 
0,2016784786,Wed Jun 03 07:21:20 PDT 2009,NO_QUERY,lleannmichelle,Why is it raining!? 
4,1981144391,Sun May 31 08:31:05 PDT 2009,NO_QUERY,lukevenediger,"Picking up a vida for my girl, who's been so patient while I worked this weekend. I'm so lucky to have such an awesome wife "
4,2060069240,Sat Jun 06 18:11:52 PDT 2009,NO_QUERY,choreochick,@kezbe Hey Kezzie!! We miss u at practice right now! Having a MAD lab session for next performance   See you next time  (u look cute!)
0,2182426013,Mon Jun 15 13:09:13 PDT 2009,NO_QUERY,itsnise,"Craving a steak... and of course, we don't have any... "
